URL,Product Name,Price,Rating,No of reviews
/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A05159223W5A3CWMOUMHG&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_33_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653554731%26smid%3DA1UVZJ9N7FK5G6%26sprefix%3Dba%252Caps%252C283%26sr%3D8-33-spons%26psc%3D1&qualifier=1653554731&id=3250425036557001&widgetName=sp_atf_next,Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy),689,3.9 out of 5 stars,155
/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A10460101KYDVV3DEIG8N&url=%2FPALAY%25C2%25AE-Student-Backpack-Travel-Students%2Fdp%2FB09XMFBMCR%2Fref%3Dsr_1_34_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653554731%26sprefix%3Dba%252Caps%252C283%26sr%3D8-34-spons%26psc%3D1&qualifier=1653554731&id=3250425036557001&widgetName=sp_atf_next,"PALAY® BTS Student Backpack with Cable Vent, Backpack Travel Bag Students Backpack Laptop Bag","1,699",3.9 out of 5 stars,155
/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-35,TRUE HUMAN Anti-Theft and USB Charging Port Backpack with Combination Lock Laptop Bag (Grey),695,4.0 out of 5 stars,155
/Genie-Miami-litres-Casual-Backpack/dp/B07SRGQ2R4/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-36,"Genie Miami Casual Backpacks for Women, 14 inch, Stylish and Trendy College backpacks for girls, Water Resistant and Lightweight Mini Bags . Latest collection (Rose)",638,4.4 out of 5 stars,155
/Laptop-Backpacks-Stylish-Trending-Backpack/dp/B09BKTVZZ7/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-37,Laptop Bag for Women and Men | Backpacks for Girls Boys Stylish | Trending Backpack | School Bag | Bag for Boys Kids Girl | 15 Inch Laptop Bag | (Black),389,4.3 out of 5 stars,155
/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-38,DEIN KLEIDER Men's Nylon Messenger Bag,281,3.9 out of 5 stars,155
/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-39,ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag Weekend Bag,798,4.1 out of 5 stars,155
/Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-40,Artistix Talon Anti-Theft Design Laptop Backpack Bag in Water Resistance With USB Charging Port (46 Cm) (Black),999,4.3 out of 5 stars,155
/Veneer-Backpack-Fashion-Leather-College/dp/B09BMG8R6Y/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-41,"Veneer Medium 20 L Laptop Backpack Men Womens Girls Fashion PU Leather Mini Casual Backpack Bags for School, College, Tuition, Office Bag (Black)",749,4.2 out of 5 stars,155
/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-42,Gear 30 Ltrs Black Laptop Backpack (LBPASPIRE0104),"1,165",4.4 out of 5 stars,155
/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A088207334X9IHHU1L8TU&url=%2FPOLESTAR-Vintage-Laptop-Backpack-bagpack%2Fdp%2FB081GSQ9D9%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653554731%26sprefix%3Dba%252Caps%252C283%26sr%3D8-43-spons%26psc%3D1&qualifier=1653554731&id=3250425036557001&widgetName=sp_mtf,"POLESTAR Vintage 32 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, suitable for both men & women,1 year warranty",619,4.0 out of 5 stars,155
/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0824401U7A0UU4HMRG3&url=%2FFormal-Laptop-Backpack-Charging-Resistant%2Fdp%2FB086X2885R%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1653554731%26sprefix%3Dba%252Caps%252C283%26sr%3D8-44-spons%26psc%3D1&qualifier=1653554731&id=3250425036557001&widgetName=sp_mtf,"Storm Formal 17"" Laptop Backpack with USB Charging and Dust/Water Resistant bottom","1,099",3.9 out of 5 stars,155
/15-6-inch-Briefcase-Waterproof-Artificial-Compatible/dp/B094GB8VS2/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-45,"World Speed 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Artificial Leather Handbag,Compatible with laptop MacBook Notebook,for Men/Women",649,4.3 out of 5 stars,155
/Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-46,"Genie Camellia 27 litres Pink School Backpack (17 inch, Water Resistant)",804,4.3 out of 5 stars,155
/SAFARI-26-5-Laptop-Backpack-WANDERER19CBRED/dp/B07NSCCGBK/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-47,SAFARI 46 cms Red Laptop/Casual/School/College Backpack (WANDERER19CBRED),889,4.2 out of 5 stars,155
/Storite-Cross-Travel-Dark-Grey/dp/B07PFF4RYC/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-48,Storite Stylish Padded Nylon Sling Cross Body Travel Office Business Messenger Bag for Men Women (25x16x7.5cm),425,4.1 out of 5 stars,155
/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-49,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,448,4.3 out of 5 stars,155
/Fancyku-Bangtan-Backpack-Shoulder-Charging/dp/B07L4GYKH9/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-50,Fancyku Kpop BTS Bangtan Boys Casual Backpack Daypack Laptop Bag School Bag Bookbag Shoulder Bag with USB Charging Port(Black 3),"1,188",4.0 out of 5 stars,155
/Inovera-Label-Women-Handbags-Shoulder/dp/B08CMQD4BC/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-51,"INOVERA Faux Leather Women Handbags Shoulder Hobo Bag Purse With Long Strap, 32L x 13B x 30H cm","1,399",4.2 out of 5 stars,155
/DEfANZO-Polyester-Adjustable-Expendable-Compartments/dp/B09NGY36DC/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1653554731&sprefix=ba%2Caps%2C283&sr=8-52,"DEfANZO 30L 15.6"" Polyester College Teen Casual Laptop Bags/Backpack for Men with Adjustable Strap Expendable with 3 Compartments",399,4.2 out of 5 stars,155
